"unique_key","created_date","closed_date","agency","agency_name","complaint_type","descriptor","descriptor_2","location_type","incident_zip","incident_address","street_name","cross_street_1","cross_street_2","intersection_street_1","intersection_street_2","address_type","city","landmark","facility_type","status","due_date","resolution_description","resolution_action_updated_date","community_board","council_district","police_precinct","bbl","borough","x_coordinate_state_plane","y_coordinate_state_plane","open_data_channel_type","park_facility_name","park_borough","vehicle_type","taxi_company_borough","taxi_pick_up_location","bridge_highway_name","bridge_highway_direction","road_ramp","bridge_highway_segment","latitude","longitude","location"
"45278948","2019-12-31T22:52:29.000","2019-12-31T23:38:13.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party",,"Residential Building/House","10452","1350 SHAKESPEARE AVENUE","SHAKESPEARE AVENUE","WEST  170 STREET","EDWARD L GRANT HIGHWAY","WEST  170 STREET","EDWARD L GRANT HIGHWAY",,"BRONX","SHAKESPEARE AVENUE",,"Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2019-12-31T23:38:18.000","04 BRONX","16","Precinct 44","2025200001","BRONX","1005761","245537","ONLINE","Unspecified","BRONX",,,,,,,,"40.84059136898749","-73.92225765299706","POINT (-73.922257652997 40.840591368987)"
"45284777","2019-12-31T22:52:06.000","2019-12-31T23:11:30.000","NYPD","New York City Police Department","Noise - Commercial","Loud Music/Party",,"Store/Commercial","11206","110 TROUTMAN STREET","TROUTMAN STREET","EVERGREEN AVENUE","CENTRAL AVENUE","EVERGREEN AVENUE","CENTRAL AVENUE",,"BROOKLYN","TROUTMAN STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2019-12-31T23:11:31.000","04 BROOKLYN","34","Precinct 83","3031840017","BROOKLYN","1003701","194109","MOBILE","Unspecified","BROOKLYN",,,,,,,,"40.69943975805025","-73.92985148392047","POINT (-73.92985148392 40.69943975805)"
"45277818","2019-12-31T22:52:00.000","2020-01-11T13:40:00.000","DEP","Department of Environmental Protection","Water System","Hydrant Running (WC3)","WC3",,"11435","139-31 86 AVENUE","86 AVENUE","139 ST","143 ST",,,"ADDRESS","Jamaica",,,"Closed",,"The Department of Environmental Protection investigated this complaint and shut the running hydrant.","2020-01-11T13:40:00.000","08 QUEENS","24","Precinct 107","4097100093","QUEENS","1035291","197318","PHONE","Unspecified","QUEENS",,,,,,,,"40.708121869254384","-73.81590051923678","POINT (-73.815900519237 40.708121869254)"
"45283135","2019-12-31T22:51:52.000","2019-12-31T23:17:34.000","NYPD","New York City Police Department","Blocked Driveway","No Access",,"Street/Sidewalk","10455","722 ST ANN'S AVENUE","ST ANN'S AVENUE","RAE STREET","EAST  156 STREET","RAE STREET","EAST  156 STREET",,"BRONX","ST ANNS AVENUE",,"Closed",,"The Police Department issued a summons in response to the complaint.","2019-12-31T23:17:35.000","01 BRONX","17","Precinct 40","2026170141","BRONX","1008920","237520","PHONE","Unspecified","BRONX",,,,,,,,"40.81857875069946","-73.91087028134818","POINT (-73.910870281348 40.818578750699)"
"45283570","2019-12-31T22:51:16.000","2019-12-31T23:55:12.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party",,"Residential Building/House","11385","1671 MADISON STREET","MADISON STREET","MYRTLE AVENUE","CYPRESS AVENUE","MYRTLE AVENUE","CYPRESS AVENUE",,"RIDGEWOOD","MADISON STREET",,"Closed",,"The Police Department responded to the complaint but officers were unable to gain entry into the premises.","2019-12-31T23:55:14.000","05 QUEENS","34","Precinct 104","4034500054","QUEENS","1009774","194407","MOBILE","Unspecified","QUEENS",,,,,,,,"40.70024226549394","-73.90794856741009","POINT (-73.90794856741 40.700242265494)"
"45284620","2019-12-31T22:50:30.000","2020-01-01T01:01:58.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party",,"Residential Building/House","11211","140 JACKSON STREET","JACKSON STREET","MANHATTAN AVENUE","GRAHAM AVENUE","MANHATTAN AVENUE","GRAHAM AVENUE",,"BROOKLYN","JACKSON STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2020-01-01T01:02:01.000","01 BROOKLYN","34","Precinct 94","3027490011","BROOKLYN","999328","200342","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.716556396978255","-73.94560840534325","POINT (-73.945608405343 40.716556396978)"
"45282008","2019-12-31T22:50:16.000","2020-01-01T16:35:27.000","NYPD","New York City Police Department","Noise - Residential","Banging/Pounding",,,"11220","418 61 STREET","61 STREET","4 AVENUE","5 AVENUE","4 AVENUE","5 AVENUE",,"BROOKLYN","61 STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2020-01-01T16:35:29.000","07 BROOKLYN","38","Precinct 72","3057910015","BROOKLYN","979158","172390","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.639845870326205","-74.01834749893119","POINT (-74.018347498931 40.639845870326)"
"45281958","2019-12-31T22:50:02.000","2019-12-31T23:54:46.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party",,"Residential Building/House","11385","1671 MADISON STREET","MADISON STREET","MYRTLE AVENUE","CYPRESS AVENUE","MYRTLE AVENUE","CYPRESS AVENUE",,"RIDGEWOOD","MADISON STREET",,"Closed",,"The Police Department responded to the complaint but officers were unable to gain entry into the premises.","2019-12-31T23:54:50.000","05 QUEENS","34","Precinct 104","4034500054","QUEENS","1009774","194407","MOBILE","Unspecified","QUEENS",,,,,,,,"40.70024226549394","-73.90794856741009","POINT (-73.90794856741 40.700242265494)"
"45278321","2019-12-31T22:50:00.000","2020-01-05T00:00:00.000","DSNY","Department of Sanitation","Request Large Bulky Item Collection","Request Large Bulky Item Collection",,"Sidewalk","11234","1751 EAST   48 STREET","EAST   48 STREET","AVENUE N","AVENUE O",,,"ADDRESS","BROOKLYN",,,"Closed",,,"2020-01-05T00:00:00.000","18 BROOKLYN","46","Precinct 63","3078930026","BROOKLYN","1004045","164367","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.617803776914904","-73.9286981838294","POINT (-73.928698183829 40.617803776915)"
"45278115","2019-12-31T22:49:49.000","2020-01-04T02:08:57.000","HPD","Department of Housing Preservation and Development","HEAT/HOT WATER","ENTIRE BUILDING","NO HEAT AND NO HOT WATER","RESIDENTIAL BUILDING","11365","159-10 71 AVENUE","71 AVENUE",,,,,"ADDRESS","Fresh Meadows",,,"Closed",,"The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.","2020-01-04T02:08:57.000","08 QUEENS","24","Precinct 107","4067970054","QUEENS","1037080","205418","ONLINE","Unspecified","QUEENS",,,,,,,,"40.73034386686925","-73.80938423077353","POINT (-73.809384230774 40.730343866869)"
"45282773","2019-12-31T22:49:49.000","2019-12-31T23:07:52.000","NYPD","New York City Police Department","Blocked Driveway","Partial Access",,"Street/Sidewalk","11214","2333 80 STREET","80 STREET","23 AVENUE","STILLWELL AVENUE","23 AVENUE","STILLWELL AVENUE",,"BROOKLYN","80 STREET",,"Closed",,"The Police Department issued a summons in response to the complaint.","2019-12-31T23:07:55.000","11 BROOKLYN","44","Precinct 62","3068470028","BROOKLYN","987736","159192","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.60362089293339","-73.98744605692238","POINT (-73.987446056922 40.603620892933)"
"45278976","2019-12-31T22:49:48.000","2019-12-31T23:54:16.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party",,"Residential Building/House","11385","1671 MADISON STREET","MADISON STREET","MYRTLE AVENUE","CYPRESS AVENUE","MYRTLE AVENUE","CYPRESS AVENUE",,"RIDGEWOOD","MADISON STREET",,"Closed",,"The Police Department responded to the complaint but officers were unable to gain entry into the premises.","2019-12-31T23:54:22.000","05 QUEENS","34","Precinct 104","4034500054","QUEENS","1009774","194407","MOBILE","Unspecified","QUEENS",,,,,,,,"40.70024226549394","-73.90794856741009","POINT (-73.90794856741 40.700242265494)"
"45278539","2019-12-31T22:49:48.000","2020-01-01T00:21:28.000","NYPD","New York City Police Department","Noise - Commercial","Loud Music/Party",,"Store/Commercial","10036","401 WEST   48 STREET","WEST   48 STREET","9 AVENUE","10 AVENUE","9 AVENUE","10 AVENUE",,"NEW YORK","WEST   48 STREET",,"Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2020-01-01T00:21:31.000","04 MANHATTAN","03","Precinct 18","1010580029","MANHATTAN","986941","217048","MOBILE","Unspecified","MANHATTAN",,,,,,,,"40.76242265800744","-73.99028594206287","POINT (-73.990285942063 40.762422658007)"
"45280464","2019-12-31T22:49:41.000","2020-01-02T03:15:02.000","NYPD","New York City Police Department","Blocked Driveway","No Access",,"Street/Sidewalk","11428","90-69 207 STREET","207 STREET","90 AVENUE","93 AVENUE","90 AVENUE","93 AVENUE",,"QUEENS VILLAGE","207 STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2020-01-02T03:15:06.000","13 QUEENS","23","Precinct 105","4105570001","QUEENS","1051851","201031","PHONE","Unspecified","QUEENS",,,,,,,,"40.71820210593819","-73.75613334031979","POINT (-73.75613334032 40.718202105938)"
"45280688","2019-12-31T22:49:40.000","2020-01-01T01:34:36.000","NYPD","New York City Police Department","Blocked Driveway","Partial Access",,,"11434","179-14 146 ROAD","146 ROAD","179 STREET","DEAD END","179 STREET","DEAD END",,"JAMAICA","146 ROAD",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2020-01-01T01:34:39.000","13 QUEENS","31","Precinct 105","4133510056","QUEENS","1049008","180811","PHONE","Unspecified","QUEENS",,,,,,,,"40.66272433041134","-73.76658361318344","POINT (-73.766583613183 40.662724330411)"
"45280950","2019-12-31T22:49:20.000","2020-01-01T01:00:42.000","NYPD","New York City Police Department","Noise - Commercial","Loud Music/Party",,"Store/Commercial","11215","689 6 AVENUE","6 AVENUE","19 STREET","20 STREET","19 STREET","20 STREET",,"BROOKLYN","6 AVENUE",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2020-01-01T01:00:44.000","07 BROOKLYN","38","Precinct 72","3008860001","BROOKLYN","986874","179971","MOBILE","Unspecified","BROOKLYN",,,,,,,,"40.660655143628304","-73.99054225150822","POINT (-73.990542251508 40.660655143628)"
"45281541","2019-12-31T22:48:33.000","2020-01-01T10:02:25.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party",,"Residential Building/House","10460","1705 HOE AVENUE","HOE AVENUE","EAST  173 STREET","EAST  174 STREET","EAST  173 STREET","EAST  174 STREET",,"BRONX","HOE AVENUE",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2020-01-01T10:02:30.000","03 BRONX","17","Precinct 42","2029830030","BRONX","1015446","244002","ONLINE","Unspecified","BRONX",,,,,,,,"40.83634934042209","-73.88726251817741","POINT (-73.887262518177 40.836349340422)"
"45284061","2019-12-31T22:47:36.000","2020-01-03T03:26:47.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party",,"Residential Building/House","10467","3031 HOLLAND AVENUE","HOLLAND AVENUE","ADEE AVENUE","BURKE AVENUE","ADEE AVENUE","BURKE AVENUE",,"BRONX","HOLLAND AVENUE",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2020-01-03T03:26:51.000","12 BRONX","15","Precinct 47","2045690039","BRONX","1021515","256314","ONLINE","Unspecified","BRONX",,,,,,,,"40.870118554470466","-73.86526169167453","POINT (-73.865261691675 40.87011855447)"
"45281965","2019-12-31T22:46:39.000","2019-12-31T23:53:27.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party",,"Residential Building/House","11385","1671 MADISON STREET","MADISON STREET","MYRTLE AVENUE","CYPRESS AVENUE","MYRTLE AVENUE","CYPRESS AVENUE",,"RIDGEWOOD","MADISON STREET",,"Closed",,"The Police Department responded to the complaint but officers were unable to gain entry into the premises.","2019-12-31T23:53:33.000","05 QUEENS","34","Precinct 104","4034500054","QUEENS","1009774","194407","MOBILE","Unspecified","QUEENS",,,,,,,,"40.70024226549394","-73.90794856741009","POINT (-73.90794856741 40.700242265494)"
"45282642","2019-12-31T22:46:08.000","2020-03-13T15:18:34.000","TLC","Taxi and Limousine Commission","Taxi Complaint","Driver Complaint - Non Passenger","Unsafe Driving - Non-Passenger",,"10003","2 AVENUE","2 AVENUE","2 AVENUE","EAST    2 STREET","2 AVENUE","EAST    2 STREET",,,,,"Closed",,"A representative from the Taxi and Limousine Commission (TLC) called and left a message for you and emailed you but has not been able to get in touch with you to confirm the details of your complaint. As a result, the TLC has closed your complaint. If you would like to have your complaint reopened, please call (212) 676-1046.","2020-03-13T15:18:42.000","03 MANHATTAN","02","Precinct 9",,"MANHATTAN","986927","203389","PHONE","Unspecified","MANHATTAN",,,"2 AVENUE AND EAST    2 STREET, MANHATTAN, NY, 10003",,,,,"40.72493212081157","-73.99034191604916","POINT (-73.990341916049 40.724932120812)"
"45280287","2019-12-31T22:45:49.000","2020-01-01T01:44:04.000","NYPD","New York City Police Department","Noise - Residential","Banging/Pounding",,,"11209","9281 SHORE ROAD","SHORE ROAD","OLIVER STREET","93 STREET","OLIVER STREET","93 STREET",,"BROOKLYN","SHORE ROAD",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2020-01-01T01:44:12.000","10 BROOKLYN","43","Precinct 68","3061000001","BROOKLYN","973204","164751","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.61887300428745","-74.03978845252387","POINT (-74.039788452524 40.618873004287)"
"45278957","2019-12-31T22:45:38.000","2019-12-31T23:53:03.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party",,"Residential Building/House","11385","1671 MADISON STREET","MADISON STREET","MYRTLE AVENUE","CYPRESS AVENUE","MYRTLE AVENUE","CYPRESS AVENUE",,"RIDGEWOOD","MADISON STREET",,"Closed",,"The Police Department responded to the complaint but officers were unable to gain entry into the premises.","2019-12-31T23:53:09.000","05 QUEENS","34","Precinct 104","4034500054","QUEENS","1009774","194407","MOBILE","Unspecified","QUEENS",,,,,,,,"40.70024226549394","-73.90794856741009","POINT (-73.90794856741 40.700242265494)"
"45282349","2019-12-31T22:45:36.000","2019-12-31T23:52:42.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party",,"Residential Building/House","11385","1671 MADISON STREET","MADISON STREET","MYRTLE AVENUE","CYPRESS AVENUE","MYRTLE AVENUE","CYPRESS AVENUE",,"RIDGEWOOD","MADISON STREET",,"Closed",,"The Police Department responded to the complaint but officers were unable to gain entry into the premises.","2019-12-31T23:52:47.000","05 QUEENS","34","Precinct 104","4034500054","QUEENS","1009774","194407","MOBILE","Unspecified","QUEENS",,,,,,,,"40.70024226549394","-73.90794856741009","POINT (-73.90794856741 40.700242265494)"
"45279497","2019-12-31T22:45:33.000","2020-01-01T11:29:07.000","NYPD","New York City Police Department","Illegal Parking","Blocked Hydrant",,"Street/Sidewalk","11421","79-17 ATLANTIC AVENUE","ATLANTIC AVENUE","ROCKAWAY BOULEVARD","80 STREET","ROCKAWAY BOULEVARD","80 STREET",,"WOODHAVEN","ATLANTIC AVENUE",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2020-01-01T11:29:12.000","09 QUEENS","30","Precinct 102","4089590080","QUEENS","1022886","188791","MOBILE","Unspecified","QUEENS",,,,,,,,"40.684780129103416","-73.86069286436886","POINT (-73.860692864369 40.684780129103)"
"45284690","2019-12-31T22:45:21.000","2019-12-31T22:49:41.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party",,,"10463","181 WEST  238 STREET","WEST  238 STREET","BAILEY AVENUE","MAJOR DEEGAN EXPRESSWAY","BAILEY AVENUE","MAJOR DEEGAN EXPRESSWAY",,"BRONX","WEST  238 STREET",,"Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2019-12-31T22:49:45.000","08 BRONX","11","Precinct 50","2032710002","BRONX","1012444","261391","PHONE","Unspecified","BRONX",,,,,,,,"40.88408697530445","-73.89803812185737","POINT (-73.898038121857 40.884086975304)"
"45287567","2019-12-31T22:45:15.000","2020-03-03T00:00:00.000","DOB","Department of Buildings","Building/Use","Illegal Conversion Of Residential Building/Space",,,"11211","265 SOUTH    2 STREET","SOUTH    2 STREET",,,,,"ADDRESS","BROOKLYN",,,"Closed",,"The Department of Buildings has made a second attempt to conduct an inspection of this premises and was denied access. No further attempts will be made.","2020-03-03T00:00:00.000","01 BROOKLYN","34","Precinct 90","3024090029","BROOKLYN","996154","198477","UNKNOWN","Unspecified","BROOKLYN",,,,,,,,"40.71144225782704","-73.95706142393345","POINT (-73.957061423933 40.711442257827)"
