"the_geom","boro","unitid","point_x","point_y","cb","latitude","longitude"
"POINT (-73.89624646968119 40.673795408939014)","3","H326185","1013030.166","184775.287","305","40.67379379","-73.89624786"
"POINT (-74.02600237367058 40.62950898299006)","3","H303467","977032.417","168624.546","310","40.62950897","-74.02600098"
"POINT (-74.00309830254619 40.64900727975126)","3","H304327","983390.243","175727.248","307","40.64900589","-74.00309753"
"POINT (-73.87298818147275 40.71780908747854)","4","H430834","1019458.522","200819.252","405","40.71780777","-73.87298584"
"POINT (-73.75647096159155 40.669033428254714)","4","H409804","1051807.2115","183117.22575","413","40.66903305","-73.75646973"
"POINT (-73.9365514021993 40.609273712298425)","3","H324038","1001867.02","161257.613","318","40.609272","-73.93655396"
"POINT (-73.95367955735583 40.695993246820755)","3","H311192","997094.542","192848.956","303","40.69599152","-73.95368195"
"POINT (-73.92044801119935 40.84229164780896)","2","H200908","1006261.158","246156.939","204","40.84229279","-73.9204483"
"POINT (-73.90976996711551 40.71537262492164)","4","H436071","1009263.28475","199918.9315","405","40.71537399","-73.90976715"
"POINT (-73.71668059683705 40.74395034247933)","4","H417199","1062757.112","210444.762","413","40.74394989","-73.71668243"
"POINT (-73.7938713561776 40.69331550259938)","4","H403843","1041411.199","191937.233","412","40.6933136","-73.79386902"
"POINT (-73.8941941361611 40.85601576898087)","2","H204617","1013519.273","251164.839","206","40.85601425","-73.89419556"
"POINT (-73.97220403446659 40.62560315294099)","3","H314180","991965.889","167201.701","312","40.62560272","-73.97220612"
"POINT (-73.90121159743262 40.871644160270755)","2","H201288","1011571.599","256856.599","208","40.87164307","-73.9012146"
"POINT (-73.91986484802172 40.731300194819426)","4","H437551","1006459.506","205719.113","402","40.73130035","-73.91986847"
"POINT (-73.76246563413422 40.765878158948034)","4","H420340","1050048.561","218396.03","411","40.76587677","-73.76246643"
"POINT (-73.78906873981903 40.67534705918445)","4","H405737","1042758.76575","185393.997","412","40.67534637","-73.78907013"
"POINT (-73.76387974274981 40.66115607839752)","4","H407272","1049759.688","180241.66875","413","40.6611557","-73.76387787"
"POINT (-74.13421615388108 40.60850127360334)","5","H506492","946983.37175","160998.36325","501","40.60850143","-74.13421631"
"POINT (-74.11563930805 40.60401813724921)","5","H510123","952139.283","159357.686","502","40.60401917","-74.11563873"
"POINT (-73.8802269336181 40.83335650942248)","2","H206800","1017394.332","242914.2","209","40.83335495","-73.88022614"
"POINT (-73.82939759517524 40.850279035022425)","2","H213345","1031448.113","249103.012","210","40.85028076","-73.82939911"
"POINT (-73.74960574150947 40.72520651369146)","4","H400132","1053653.182","203588.03025","413","40.72520828","-73.74960327"
"POINT (-73.87533988296762 40.76263052963742)","4","H434412","1018783.376","217148.172","403","40.76263046","-73.87534332"
"POINT (-73.91447738945205 40.773869212296106)","4","H437996","1007937.501","221229.788","401","40.77386856","-73.91447449"
"POINT (-73.77494241234051 40.7413039991307)","4","H421000","1046615.423","209433.771","408","40.74130249","-73.77494049"
"POINT (-73.86938804556725 40.867858249278406)","2","H208076","1020374.99","255488.769","211","40.86785889","-73.86938477"
"POINT (-73.9796976680983 40.61382451519649)","3","H313680","989886.724","162909.862","311","40.61382294","-73.97969818"
"POINT (-73.97982931026878 40.68646484294205)","3","H305717","989844.081","189374.727","302","40.68646622","-73.97982788"
"POINT (-73.87739744404462 40.656434119752966)","3","H329883","1018267.54225","178456.84175","305","40.65643311","-73.87739563"
"POINT (-73.90054827659698 40.8200888415412)","2","H206458","1011776.377","238073.27","202","40.82008743","-73.90055084"
"POINT (-73.84190098378842 40.76371788681521)","4","H431861","1028045.904","217559.282","407","40.76371765","-73.84190369"
"POINT (-73.81871403352687 40.68842097002626)","4","H408201","1034525.8175","190138.781","410","40.68841934","-73.81871033"
"POINT (-73.86997640611197 40.67301061712855)","3","H330261","1020317.632","184499.089","305","40.67301178","-73.86997986"
"POINT (-74.1292975029891 40.59342466844818)","5","H509814","948340.982","155503.521","502","40.59342575","-74.12929535"
"POINT (-73.92203817223671 40.84741742936375)","2","H200849","1005819.516","248024.058","205","40.84741592","-73.92203522"
"POINT (-73.77544974143358 40.75718718534934)","4","H420786","1046460.004","215220.147","411","40.75718689","-73.77545166"
"POINT (-73.7782555304279 40.74894791155742)","4","H420445","1045690.28125","212216.34225","411","40.74894714","-73.77825928"
"POINT (-74.03815409718133 40.63186193634067)","3","H300564","973659.788","169483.025","310","40.63186264","-74.0381546"
"POINT (-73.9095496914722 40.80510659231922)","2","H206062","1009290.591","232612.004","201","40.80510712","-73.9095459"
"POINT (-73.77465895320475 40.755125373683335)","4","H420687","1046681.018","214469.527","411","40.75512695","-73.7746582"
"POINT (-73.85418098987701 40.683254520548886)","4","H428474","1024692.953","188238.131","409","40.68325424","-73.85417938"
"POINT (-74.16833434204487 40.62735568799531)","5","H501539","937523.283","167883.869","501","40.62735748","-74.16833496"
"POINT (-73.74791673821032 40.69461780946227)","4","H404189","1054153.402","192445.03","412","40.69461823","-73.74791718"
"POINT (-73.88127358687372 40.565231037100816)","4","H419888","1017237.0965","145227.732","484","40.56523132","-73.88127136"
"POINT (-74.16125404178273 40.62100346974689)","5","H504045","939484.39","165565.894","501","40.6210022","-74.16125488"
"POINT (-73.97891771592141 40.598295066736235)","3","H318276","990104.631","157252.134","311","40.5982933","-73.97891998"
"POINT (-73.88391943047397 40.7017528053128)","4","H430994","1016436.06075","194965.264","405","40.70175171","-73.88391876"
"POINT (-73.81944686108024 40.78713802693287)","4","H429055","1034248.452","226104.031","407","40.78713989","-73.81945038"
"POINT (-73.89703511837061 40.72489230258894)","4","H435692","1012789.521","203391.133","405","40.72489166","-73.89703369"
"POINT (-74.19841911803977 40.54509627367272)","5","H503044","929104.396","137932.253","503","40.54509735","-74.19841766"
"POINT (-73.9348436557675 40.70882453349891)","3","H312462","1002314.212","197527.099","301","40.70882416","-73.93484497"
"POINT (-73.85040431147841 40.784899916186355)","4","H434178","1025677.172","225272.457","407","40.78490067","-73.85040283"
"POINT (-73.94337489614753 40.60878797547114)","3","H324117","999972.536","161079.348","315","40.60878754","-73.94337463"
"POINT (-73.93361632771756 40.76895254426349)","4","H439601","1002637.88","219433.886","401","40.76895142","-73.93361664"
"POINT (-74.01716994052543 40.61979344593734)","3","H302841","979483.377","165084.314","310","40.61979294","-74.01716614"
"POINT (-73.84952013748979 40.747114187268174)","4","H429932","1025945.673","211506.306","481","40.74711609","-73.84951782"
"POINT (-73.82925524956623 40.854966179247654)","2","H213261","1031484.165","250810.791","210","40.85496521","-73.82925415"
"POINT (-73.80910802403065 40.82071260312052)","2","H214684","1037084.803","238342.472","210","40.82071304","-73.80910492"
"POINT (-73.94105996053656 40.64390010240535)","3","H320160","1000606.694","173872.051","317","40.64390182","-73.94106293"
"POINT (-73.79416785491517 40.73362808201501)","4","H421372","1041294.4665","206624.09675","408","40.73362732","-73.79416656"
"POINT (-73.90442868786216 40.7222148182179)","4","H436312","1010741.257","202413.321","405","40.72221375","-73.90442657"
"POINT (-73.8536833184768 40.893774690187726)","2","H208807","1024702.868","264938.018","212","40.89377594","-73.85368347"
"POINT (-73.99404821390583 40.63670479367884)","3","H309198","985901.883","171245.158","312","40.63670349","-73.99404907"
"POINT (-73.75190132570316 40.68793879980729)","4","H404268","1053055.3595","190008.526","412","40.68793869","-73.75189972"
"POINT (-73.73869489172442 40.7263306222558)","4","H400200","1056676.173","204006.409","413","40.7263298","-73.73869324"
"POINT (-73.99002413075975 40.62938879570202)","3","H309493","987019.047","168579.845","312","40.6293869","-73.99002075"
"POINT (-73.92050437690382 40.62230693805608)","3","H328118","1006318.297","166009.592","318","40.62230682","-73.92050171"
"POINT (-73.71220492491668 40.737178576413456)","4","H417074","1064005.411","207981.649","413","40.7371788","-73.71220398"
"POINT (-73.95612722959268 40.668431430995966)","3","H310404","996420.838","182807.041","309","40.66843033","-73.95613098"
"POINT (-73.90810694259778 40.8659449286136)","2","H201387","1009666.754","254778.071","207","40.86594391","-73.90810394"
"POINT (-73.98715753060954 40.62751889244223)","3","H309514","987814.842","167898.693","312","40.6275177","-73.98715973"
"POINT (-73.89078767106915 40.84030446831251)","2","H207628","1014468.746","245441.778","206","40.84030533","-73.89078522"
"POINT (-73.81519768557148 40.75527517217203)","4","H426823","1035449.615","214497.81","407","40.75527573","-73.81520081"
"POINT (-74.13104752724902 40.60886823285379)","5","H507179","947863.376","161130.72375","501","40.60886765","-74.13105011"
"POINT (-73.77713931302189 40.784785981122546)","4","H422277","1045966.33975","225274.0805","407","40.78478622","-73.77713776"
"POINT (-74.00415121531432 40.677319993013455)","3","H301551","983098.556","186042.377","306","40.67731857","-74.00415039"
"POINT (-73.73819624016197 40.76766420494033)","4","H419004","1056769.37675","219065.904","411","40.76766586","-73.73819733"
"POINT (-73.85269035781157 40.84133660674112)","2","H210843","1025009.525","245833.259","210","40.8413353","-73.85269165"
"POINT (-73.90155024548277 40.700223923502065)","4","H433898","1011548.132","194402.261","405","40.70022583","-73.90155029"
"POINT (-73.9892525240581 40.593758939883394)","3","H312811","987234.818","155598.986","311","40.59375763","-73.98925018"
"POINT (-74.02527109346968 40.62923907800179)","3","H303464","977235.373","168526.153","310","40.62923813","-74.02526855"
"POINT (-73.98701292507435 40.666201519032576)","3","H304506","987852.8925","181991.84025","306","40.66620255","-73.98701477"
"POINT (-73.85051339508463 40.57481332706028)","4","H418686","1025777.582","148731.875","414","40.57481384","-73.85050964"
"POINT (-73.91735273282481 40.646992825064046)","3","H325403","1007184.72","175004.131","317","40.64699173","-73.91735077"
"POINT (-73.82625889421531 40.87290757705962)","2","H213637","1032300.099","257349.157","210","40.87290573","-73.8262558"
"POINT (-73.9779132272175 40.615487893305634)","3","H313568","990382.002","163515.994","312","40.61548615","-73.9779129"
"POINT (-74.1829273891643 40.53991372314866)","5","H505508","933405.983","136034.759","503","40.53991318","-74.18292999"
"POINT (-73.83222621604055 40.7593398953117)","4","H429684","1030729.018","215969.224","407","40.75933838","-73.83222961"
"POINT (-73.85454526275666 40.749680909213495)","4","H431954","1024551.736","212439.092","404","40.74967957","-73.85454559"
"POINT (-73.93151365927578 40.75721804108274)","4","H438862","1003223.649","215159.07","401","40.75721741","-73.93151093"
"POINT (-73.82043513646663 40.75451061917856)","4","H426767","1033999.1485","214216.24125","407","40.75450897","-73.82043457"
"POINT (-73.81930042108368 40.794882988660355)","4","H431250","1034283.183","228925.865","407","40.79488373","-73.81929779"
"POINT (-73.84415753107776 40.66442754542565)","4","H421955","1027485.163","181383.724","410","40.66442871","-73.84415436"
"POINT (-73.93384403382609 40.741047422664785)","4","H439140","1002582.485","209267.099","402","40.74104691","-73.93384552"
"POINT (-73.84623802887964 40.89508856054439)","2","H208762","1026760.46025","265420.23975","212","40.8950882","-73.84623718"
"POINT (-74.01351512686024 40.63847398369455)","3","H304006","980499.056","171889.955","307","40.63847351","-74.01351166"
"POINT (-74.02572510157314 40.62892460836004)","3","H303465","977109.318","168411.62","310","40.62892532","-74.02572632"
"POINT (-73.92437894665136 40.642514156887756)","3","H325568","1005236.346","173370.669","317","40.64251328","-73.92437744"
"POINT (-73.89809637783598 40.81527432106183)","2","H206604","1012457.057","236319.948","202","40.81527328","-73.89809418"
"POINT (-73.97226330742554 40.6748783876713)","3","H305048","991943.751","185154.021","306","40.67487717","-73.97225952"
"POINT (-74.08065976267827 40.579566042372704)","5","H514710","961844.195","150438.289","502","40.57956696","-74.08065796"
"POINT (-73.9900684255302 40.599754235274936)","3","H313251","987007.976","157783.19825","311","40.59975433","-73.99006653"
"POINT (-73.90067628964938 40.912553741143256)","2","H200437","1011702.747","271761.785","208","40.91255374","-73.90067628"
"POINT (-74.08633644019228 40.642686866951586)","5","H510926","960289.984","173436.341","501","40.64268875","-74.08633423"
"POINT (-74.11580719558661 40.578335703195776)","5","H512135","952080.294","150000.995","502","40.57833481","-74.11580658"
"POINT (-73.77068354483602 40.75739778542168)","4","H420781","1047780.24","215300.296","411","40.7573967","-73.77068329"
"POINT (-73.8607487318467 40.874472133535306)","2","H208560","1022760.641","257902.145","212","40.87447357","-73.86074829"
"POINT (-73.84602224946637 40.839561321136706)","2","H213138","1026855.678","245189.63","210","40.83956146","-73.84602356"
"POINT (-73.98268012378891 40.664109250995324)","3","H304570","989055.055","181229.776","306","40.66410828","-73.98268127"
"POINT (-73.85165165738012 40.73174470089314)","4","H430083","1025364.545","205905.716","406","40.73174286","-73.85165405"
"POINT (-73.8276949989898 40.650713712911255)","4","H409166","1032062.163","176395.957","410","40.65071487","-73.82769775"
"POINT (-73.99082844481308 40.671541028584976)","3","H305392","986794.182","183937.041","306","40.67153931","-73.99082947"
"POINT (-73.93380180447063 40.59314391073265)","3","H327713","1002634.909","155381.679","315","40.59314346","-73.93379974"
"POINT (-73.97611991157314 40.69598882066659)","3","H306388","990871.889","192844.85","302","40.6959877","-73.97612"
"POINT (-73.90999029553932 40.63941421585653)","3","H325559","1009230.642","172245.052","318","40.63941574","-73.9099884"
"POINT (-73.83340760504412 40.888683734007884)","2","H211753","1030312.112","263093.191","212","40.88868332","-73.83340454"
"POINT (-74.15174485029215 40.53354220900778)","5","H511198","942069.028","133696.913","503","40.53354263","-74.15174866"
